Last Avg Tensiometer,Predicted Avg Tensiometer,Predicted Rain Amount,Predicted Max Temperature,Decision
779,374,3,27,Half Turn
445,541,11,36,Single Turn
409,676,1,27,Single Turn
669,175,19,29,Not Recommended
710,868,-7,30,Not Recommended
534,466,0,23,Half Turn
523,576,22,22,Single Turn
679,460,2,33,Single Turn
757,506,25,27,Not Recommended
485,724,0,34,Double Turn
781,599,20,25,Double Turn
553,765,1,30,Single Turn
674,744,16,23,Not Recommended
463,457,0,26,Double Turn
620,652,-2,26,Single Turn
708,552,14,26,Single Turn
584,338,1,28,Not Recommended
552,481,24,26,Not Recommended
599,377,3,29,Single Turn
550,338,1,26,Half Turn
597,766,5,28,Half Turn
591,170,3,30,Half Turn
603,521,14,30,Half Turn
567,67,7,25,Not Recommended
602,394,25,33,Not Recommended
581,265,19,31,Not Recommended
361,346,2,25,Single Turn
487,554,20,32,Single Turn
506,421,9,34,Double Turn
739,483,3,21,Double Turn
580,497,1,26,Double Turn
345,830,0,29,Half Turn
719,796,18,27,Half Turn
608,371,20,30,Double Turn
297,313,15,32,Not Recommended
743,491,30,28,Half Turn
725,827,1,22,Not Recommended
738,507,-2,31,Not Recommended
659,811,1,27,Half Turn
624,323,23,28,Half Turn
504,454,1,31,Double Turn
789,418,14,19,Half Turn
756,564,3,20,Single Turn
761,464,17,28,Half Turn
747,684,23,23,Double Turn
604,713,1,27,Not Recommended
641,481,0,38,Single Turn
317,701,6,31,Single Turn
584,451,1,33,Single Turn
653,756,1,23,Not Recommended
746,547,-1,26,Double Turn
727,427,2,24,Single Turn
508,500,-1,23,Half Turn
447,502,23,27,Not Recommended
778,397,25,21,Single Turn
756,334,23,23,Single Turn
587,569,17,21,Half Turn
340,479,4,28,Not Recommended
803,409,3,23,Half Turn
743,815,24,27,Not Recommended
512,378,14,27,Double Turn
470,427,27,25,Not Recommended
569,296,1,25,Not Recommended
608,382,5,25,Single Turn
661,608,15,22,Single Turn
650,694,16,29,Not Recommended
33,820,0,32,Half Turn
583,416,25,26,Not Recommended
775,522,3,26,Not Recommended
606,754,25,31,Not Recommended
512,442,19,25,Single Turn
680,287,17,30,Single Turn
511,716,3,28,Not Recommended
254,476,-1,29,Not Recommended
326,714,2,24,Not Recommended
740,700,29,28,Not Recommended
772,814,2,26,Half Turn
535,408,22,27,Double Turn
645,520,16,27,Half Turn
617,449,2,32,Half Turn
780,603,20,29,Double Turn
205,461,-2,24,Half Turn
361,502,2,33,Single Turn
555,235,3,28,Not Recommended
687,284,3,25,Single Turn
516,524,16,32,Half Turn
651,231,24,28,Single Turn
596,525,12,31,Half Turn
758,401,2,20,Double Turn
512,692,1,30,Single Turn
697,560,2,31,Half Turn
424,415,3,21,Double Turn
614,772,0,27,Half Turn
593,339,2,25,Not Recommended
758,446,0,35,Half Turn
602,291,3,33,Half Turn
674,544,17,36,Half Turn
650,522,0,31,Half Turn
680,769,2,28,Half Turn
611,620,-2,26,Not Recommended
711,718,19,36,Not Recommended
346,502,-1,30,Not Recommended
531,351,3,25,Half Turn
639,433,10,22,Not Recommended
205,372,26,29,Not Recommended
356,270,25,33,Single Turn
490,435,14,23,Half Turn
570,511,1,36,Not Recommended
532,499,11,30,Not Recommended
702,496,-2,19,Half Turn
478,293,18,32,Not Recommended
674,558,27,30,Not Recommended
576,299,4,27,Single Turn
217,486,3,29,Not Recommended
504,712,17,28,Half Turn
430,460,2,23,Not Recommended
747,171,5,25,Not Recommended
780,412,13,27,Not Recommended
598,134,1,26,Half Turn
737,671,17,28,Single Turn
594,670,20,28,Not Recommended
717,508,2,39,Not Recommended
574,551,-2,25,Single Turn
529,661,3,33,Double Turn
366,498,-2,31,Not Recommended
259,491,3,31,Not Recommended
607,545,20,27,Not Recommended
520,622,2,31,Single Turn
518,697,21,20,Not Recommended
362,268,6,27,Half Turn
464,831,0,26,Half Turn
233,445,3,29,Not Recommended
701,564,23,23,Not Recommended
797,473,3,28,Double Turn
651,449,3,26,Single Turn
361,415,18,26,Single Turn
812,662,2,24,Single Turn
820,609,18,24,Double Turn
681,498,23,29,Double Turn
781,163,23,26,Double Turn
737,604,25,26,Half Turn
690,388,3,34,Not Recommended
599,382,1,30,Not Recommended
452,511,3,30,Not Recommended
690,712,1,22,Half Turn
637,403,3,21,Not Recommended
442,682,-1,34,Single Turn
589,175,1,31,Single Turn
791,486,28,25,Double Turn
831,380,16,25,Half Turn
643,323,3,24,Not Recommended
465,443,-2,27,Not Recommended
537,235,19,31,Half Turn
628,502,-1,20,Not Recommended
660,545,22,28,Not Recommended
747,351,27,28,Double Turn
376,418,0,25,Not Recommended
658,675,1,30,Single Turn
578,691,-6,32,Half Turn
535,525,22,29,Single Turn
509,386,18,33,Not Recommended
677,779,2,26,Not Recommended
414,391,3,27,Not Recommended
629,281,4,28,Not Recommended
646,503,1,21,Double Turn
450,406,12,30,Single Turn
784,359,25,30,Not Recommended
432,340,13,30,Not Recommended
675,202,-1,32,Single Turn
583,260,0,34,Double Turn
487,640,2,25,Not Recommended
685,426,16,23,Not Recommended
472,544,4,23,Single Turn
697,466,1,27,Single Turn
662,331,9,27,Double Turn
738,546,24,27,Double Turn
536,470,0,31,Not Recommended
592,356,19,21,Single Turn
685,463,29,29,Half Turn
495,554,19,25,Double Turn
690,512,1,28,Half Turn
341,529,0,29,Single Turn
469,430,2,26,Double Turn
325,743,2,28,Not Recommended
485,471,24,28,Not Recommended
740,515,17,25,Half Turn
733,415,24,22,Half Turn
534,204,-2,20,Half Turn
356,499,13,28,Single Turn
332,431,3,26,Single Turn
767,423,3,32,Not Recommended
791,757,3,24,Half Turn
737,86,1,27,Double Turn
630,386,10,28,Single Turn
434,473,29,29,Double Turn
708,630,2,21,Not Recommended
636,443,1,30,Not Recommended
773,466,1,34,Single Turn
694,857,9,31,Single Turn
664,631,-1,27,Half Turn
678,423,25,28,Single Turn
627,327,27,27,Double Turn
683,777,8,26,Single Turn
634,347,6,25,Single Turn
685,493,27,25,Single Turn
661,700,8,23,Half Turn
694,412,22,25,Single Turn
479,462,26,28,Not Recommended
523,498,17,31,Not Recommended
619,866,-1,34,Single Turn
646,490,23,28,Not Recommended
664,501,2,20,Half Turn
697,516,0,25,Single Turn
586,436,-1,33,Half Turn
614,265,30,24,Half Turn
593,522,-5,26,Half Turn
461,577,0,36,Half Turn
618,343,1,30,Half Turn
614,506,2,30,Half Turn
620,821,3,34,Not Recommended
573,569,-8,33,Half Turn
735,460,1,28,Not Recommended
514,539,12,27,Not Recommended
696,446,2,30,Half Turn
725,753,2,27,Double Turn
555,378,1,20,Not Recommended
598,392,2,28,Single Turn
687,776,14,32,Double Turn
634,783,0,37,Double Turn
456,491,17,21,Single Turn
717,760,18,27,Double Turn
446,640,1,32,Single Turn
645,38,3,29,Double Turn
713,484,19,22,Double Turn
468,712,23,29,Double Turn
577,265,26,24,Not Recommended
697,765,19,25,Double Turn
385,457,21,21,Single Turn
532,486,0,24,Double Turn
689,274,-2,29,Not Recommended
542,460,26,29,Single Turn
670,313,13,27,Single Turn
575,550,18,20,Single Turn
600,307,30,35,Single Turn
792,549,-1,33,Single Turn
654,439,23,24,Double Turn
708,372,14,32,Double Turn
512,579,22,23,Not Recommended
780,470,0,21,Half Turn
721,402,3,26,Not Recommended
760,331,27,32,Half Turn
760,639,11,25,Single Turn
507,400,24,21,Half Turn
544,477,0,28,Single Turn
712,568,-1,26,Single Turn
701,354,6,20,Double Turn
771,560,19,29,Double Turn
484,423,14,27,Single Turn
740,431,10,27,Not Recommended
585,623,0,27,Half Turn
543,832,22,23,Double Turn
510,475,13,31,Not Recommended
341,564,3,33,Half Turn
630,768,19,27,Not Recommended
572,795,2,29,Not Recommended
668,707,25,25,Not Recommended
675,460,1,30,Not Recommended
299,573,1,35,Not Recommended
609,415,1,28,Not Recommended
470,273,0,21,Single Turn
567,524,1,28,Not Recommended
697,469,15,24,Not Recommended
662,534,-3,28,Single Turn
594,774,13,28,Half Turn
738,275,20,27,Not Recommended
570,479,9,30,Not Recommended
271,648,27,34,Not Recommended
711,504,9,24,Not Recommended
685,499,2,35,Half Turn
722,383,25,26,Not Recommended
660,767,0,28,Single Turn
606,508,14,31,Not Recommended
770,479,3,26,Not Recommended
635,207,19,30,Single Turn
505,264,26,25,Not Recommended
708,507,28,21,Half Turn
596,776,-1,22,Not Recommended
728,724,1,24,Single Turn
761,389,15,27,Single Turn
367,732,-1,27,Single Turn
421,591,2,28,Half Turn
790,610,27,27,Double Turn
704,485,2,30,Single Turn
777,501,3,26,Not Recommended
765,590,-1,32,Single Turn
650,472,6,24,Not Recommended
669,342,31,28,Not Recommended
389,619,25,20,Single Turn
659,442,3,26,Not Recommended
583,400,0,29,Single Turn
688,334,6,27,Half Turn
782,657,2,26,Not Recommended
656,830,1,27,Single Turn
664,529,3,24,Not Recommended
503,847,0,21,Not Recommended
564,632,0,30,Double Turn
299,254,9,27,Half Turn
796,361,3,35,Not Recommended
653,178,16,27,Not Recommended
542,688,1,27,Not Recommended
711,563,21,27,Not Recommended
642,407,2,24,Double Turn
654,595,3,26,Single Turn
661,589,0,27,Not Recommended
659,673,12,25,Half Turn
685,504,0,29,Single Turn
539,381,2,26,Not Recommended
671,551,11,27,Double Turn
805,751,1,25,Single Turn
686,354,-1,34,Half Turn
577,476,11,36,Not Recommended
601,540,2,30,Not Recommended
659,866,3,27,Not Recommended
334,440,18,23,Double Turn
558,624,22,24,Half Turn
582,483,17,19,Half Turn
207,497,3,31,Not Recommended
656,478,1,25,Not Recommended
620,507,1,26,Half Turn
534,820,22,26,Not Recommended
502,780,3,33,Half Turn
355,350,22,24,Not Recommended
689,551,24,24,Half Turn
589,527,12,24,Not Recommended
608,558,23,30,Half Turn
243,664,0,24,Single Turn
503,405,1,32,Half Turn
682,385,2,26,Not Recommended
440,503,-2,35,Half Turn
646,481,0,38,Single Turn
639,401,0,28,Not Recommended
602,257,24,30,Single Turn
631,448,13,29,Half Turn
509,546,15,29,Not Recommended
585,610,1,35,Single Turn
646,446,24,26,Half Turn
573,310,22,22,Single Turn
545,719,23,21,Not Recommended
563,425,26,24,Single Turn
787,528,0,26,Double Turn
664,742,22,27,Half Turn
710,387,25,26,Not Recommended
457,477,0,29,Not Recommended
238,521,1,34,Half Turn
703,533,2,32,Double Turn
683,607,22,26,Not Recommended
720,587,0,25,Double Turn
738,543,25,25,Single Turn
705,783,29,22,Double Turn
657,400,21,24,Not Recommended
542,570,3,20,Not Recommended
551,450,3,25,Single Turn
764,720,2,29,Double Turn
689,519,20,25,Not Recommended
517,433,1,20,Not Recommended
695,512,1,28,Not Recommended
683,250,25,25,Double Turn
771,586,1,31,Single Turn
747,811,28,25,Not Recommended
637,137,1,30,Single Turn
664,824,-1,29,Not Recommended
361,456,-2,28,Single Turn
356,511,-2,24,Half Turn
584,739,23,24,Not Recommended
672,80,1,29,Half Turn
564,520,-2,30,Not Recommended
556,508,-5,21,Half Turn
473,353,14,30,Single Turn
648,554,3,35,Half Turn
415,492,-1,25,Half Turn
617,386,17,23,Single Turn
527,336,25,26,Not Recommended
524,576,3,20,Not Recommended
685,452,2,26,Not Recommended
673,653,0,30,Double Turn
439,528,1,31,Not Recommended
442,845,3,24,Single Turn
254,488,2,32,Single Turn
575,476,15,23,Half Turn
337,833,2,24,Not Recommended
630,568,30,20,Not Recommended
476,421,19,32,Not Recommended
726,376,28,37,Half Turn
741,438,3,29,Not Recommended
671,481,10,32,Not Recommended
416,759,7,31,Double Turn
394,567,2,26,Half Turn
558,439,1,28,Half Turn
636,512,25,25,Not Recommended
779,375,1,29,Not Recommended
327,670,-1,38,Half Turn
464,385,0,34,Not Recommended
768,150,27,26,Single Turn
628,253,26,28,Half Turn
661,474,2,24,Half Turn
647,473,24,25,Single Turn
341,498,-3,21,Half Turn
462,758,2,27,Half Turn
467,705,3,32,Not Recommended
577,533,12,22,Single Turn
682,852,-1,26,Double Turn
599,686,-2,26,Half Turn
620,757,0,34,Not Recommended
283,527,12,34,Not Recommended
479,479,1,30,Not Recommended
608,684,13,33,Half Turn
465,361,1,31,Not Recommended
587,361,2,30,Not Recommended
508,559,8,32,Single Turn
699,483,1,27,Not Recommended
533,446,2,30,Double Turn
773,491,3,30,Single Turn
681,680,0,35,Single Turn
589,255,20,28,Single Turn
617,434,18,22,Single Turn
493,558,3,31,Not Recommended
732,493,0,26,Single Turn
700,521,2,23,Not Recommended
772,498,2,24,Not Recommended
592,413,12,27,Half Turn
703,440,14,27,Double Turn
747,686,24,32,Half Turn
468,519,24,37,Not Recommended
717,283,25,30,Not Recommended
637,748,19,28,Not Recommended
592,678,26,20,Single Turn
538,587,1,34,Half Turn
505,361,0,32,Single Turn
698,595,-1,31,Double Turn
714,442,2,25,Not Recommended
742,393,2,25,Not Recommended
574,798,0,28,Single Turn
708,439,2,29,Half Turn
575,155,2,20,Double Turn
616,387,3,28,Single Turn
349,635,3,26,Single Turn
421,682,18,21,Single Turn
675,838,9,26,Half Turn
770,189,29,21,Half Turn
710,477,25,21,Not Recommended
359,794,0,27,Not Recommended
601,471,3,33,Single Turn
542,373,2,35,Not Recommended
355,423,2,27,Half Turn
762,389,1,25,Not Recommended
698,518,3,28,Not Recommended
668,317,25,21,Not Recommended
525,786,-2,27,Single Turn
677,573,1,29,Not Recommended
488,688,0,26,Double Turn
557,654,23,28,Double Turn
663,823,-2,27,Not Recommended
632,428,1,27,Not Recommended
583,754,2,26,Double Turn
541,501,17,21,Half Turn
741,359,0,27,Not Recommended
784,358,1,28,Single Turn
492,109,26,28,Double Turn
527,415,18,20,Not Recommended
740,510,3,27,Not Recommended
607,136,3,25,Not Recommended
528,518,1,28,Half Turn
736,714,3,27,Single Turn
754,727,24,23,Single Turn
732,546,-1,34,Single Turn
482,533,26,27,Single Turn
570,730,-1,22,Single Turn
329,432,-1,36,Not Recommended
167,149,3,34,Half Turn
743,566,20,24,Double Turn
573,441,17,35,Not Recommended
668,693,2,30,Half Turn
470,296,3,26,Not Recommended
571,654,2,24,Not Recommended
375,478,12,30,Single Turn
696,418,22,28,Half Turn
765,317,24,25,Not Recommended
479,409,20,27,Half Turn
525,466,2,25,Half Turn
171,652,2,36,Not Recommended
210,421,0,23,Half Turn
656,252,3,21,Double Turn
698,402,16,33,Double Turn
505,323,23,24,Not Recommended
623,615,2,30,Not Recommended
583,849,1,34,Not Recommended
474,707,13,31,Half Turn
457,750,-3,29,Single Turn
660,566,1,26,Half Turn
700,549,23,33,Not Recommended
645,426,18,28,Not Recommended
297,481,0,25,Not Recommended
639,180,2,23,Double Turn
633,353,23,21,Half Turn
590,419,11,27,Single Turn
559,661,18,25,Single Turn
554,603,-1,27,Not Recommended
625,497,18,27,Not Recommended
386,432,1,26,Single Turn
726,72,31,22,Not Recommended
742,247,2,26,Half Turn
742,695,0,34,Double Turn
392,144,18,29,Not Recommended
752,458,17,24,Single Turn
76,603,2,31,Single Turn
562,680,8,25,Not Recommended
428,323,3,29,Not Recommended
743,547,2,26,Not Recommended
573,447,20,25,Not Recommended
724,438,1,26,Not Recommended
747,392,3,24,Half Turn
619,839,1,26,Not Recommended
612,197,19,29,Not Recommended
676,393,15,27,Half Turn
645,459,-2,22,Double Turn
759,460,21,21,Not Recommended
589,287,2,29,Not Recommended
521,533,-1,25,Single Turn
609,555,2,33,Single Turn
386,509,1,25,Not Recommended
693,532,-1,28,Double Turn
788,363,13,24,Not Recommended
551,277,2,31,Not Recommended
747,768,17,28,Double Turn
571,420,1,26,Double Turn
571,416,15,30,Not Recommended
692,495,1,25,Not Recommended
640,673,20,36,Not Recommended
688,650,1,32,Not Recommended
679,667,9,29,Half Turn
724,410,12,30,Double Turn
296,546,2,21,Not Recommended
568,469,2,23,Single Turn
289,779,23,29,Half Turn
580,716,5,29,Single Turn
605,730,15,30,Not Recommended
757,12,4,34,Double Turn
621,474,-1,26,Half Turn
673,552,3,25,Double Turn
703,564,-1,26,Half Turn
248,426,26,29,Double Turn
352,496,3,28,Half Turn
670,530,22,35,Not Recommended
643,412,-1,24,Not Recommended
416,816,1,17,Half Turn
738,511,13,20,Single Turn
711,431,16,29,Single Turn
652,789,1,33,Not Recommended
455,702,3,30,Single Turn
669,543,19,30,Single Turn
649,315,29,26,Not Recommended
593,466,18,34,Not Recommended
417,619,0,35,Not Recommended
766,711,17,31,Not Recommended
798,432,3,29,Not Recommended
773,372,3,30,Double Turn
553,378,0,33,Half Turn
457,437,14,28,Not Recommended
593,505,1,30,Single Turn
301,738,-1,31,Not Recommended
731,579,19,21,Double Turn
662,719,3,30,Not Recommended
504,600,18,32,Single Turn
786,609,2,30,Not Recommended
564,513,2,32,Single Turn
616,526,15,31,Not Recommended
620,539,15,26,Single Turn
533,607,2,28,Not Recommended
560,743,23,28,Half Turn
755,259,0,28,Double Turn
704,563,-3,29,Not Recommended
468,149,3,27,Not Recommended
598,477,1,28,Single Turn
723,472,16,25,Single Turn
660,366,19,30,Single Turn
607,285,13,31,Double Turn
626,508,18,32,Double Turn
356,551,25,28,Not Recommended
802,504,14,27,Single Turn
124,484,24,25,Not Recommended
513,532,18,25,Half Turn
786,490,-1,31,Not Recommended
461,435,2,22,Half Turn
751,351,2,24,Not Recommended
710,507,3,30,Half Turn
647,467,23,23,Half Turn
639,747,2,28,Single Turn
107,500,21,33,Half Turn
764,397,4,18,Single Turn
601,501,2,29,Single Turn
751,452,28,30,Double Turn
651,757,9,27,Not Recommended
548,453,24,25,Not Recommended
779,528,26,29,Single Turn
547,484,12,29,Single Turn
642,781,10,22,Not Recommended
665,526,-2,30,Not Recommended
797,600,31,25,Single Turn
332,350,10,23,Not Recommended
517,458,0,37,Not Recommended
373,301,10,25,Single Turn
583,853,25,24,Not Recommended
658,618,9,30,Half Turn
576,562,13,31,Not Recommended
488,381,25,32,Not Recommended
667,412,19,32,Not Recommended
618,671,0,32,Single Turn
633,499,25,34,Not Recommended
745,490,0,28,Half Turn
206,639,1,25,Half Turn
740,632,-2,27,Double Turn
495,242,-6,19,Double Turn
515,682,29,30,Not Recommended
587,219,28,27,Not Recommended
527,568,29,36,Double Turn
721,446,21,21,Double Turn
499,361,18,33,Double Turn
762,542,26,22,Single Turn
677,572,23,28,Single Turn
553,655,20,26,Half Turn
710,353,-2,33,Not Recommended
622,673,3,27,Half Turn
661,767,0,28,Single Turn
723,450,11,20,Not Recommended
571,414,5,24,Half Turn
344,485,11,29,Double Turn
533,491,0,35,Single Turn
694,826,-1,26,Double Turn
328,463,13,30,Single Turn
470,549,1,24,Half Turn
737,-34,3,29,Half Turn
722,512,25,27,Double Turn
623,566,0,28,Double Turn
728,658,24,24,Half Turn
486,127,11,23,Not Recommended
558,440,2,30,Half Turn
643,567,2,26,Not Recommended
719,654,0,20,Half Turn
691,461,3,29,Not Recommended
657,383,29,24,Not Recommended
553,535,-1,24,Not Recommended
618,563,0,30,Not Recommended
684,582,3,27,Half Turn
690,476,3,24,Half Turn
577,484,7,28,Not Recommended
355,718,15,26,Single Turn
622,433,2,29,Not Recommended
431,300,8,26,Single Turn
335,331,1,29,Single Turn
637,598,2,24,Single Turn
171,503,7,24,Single Turn
684,774,25,29,Single Turn
463,546,0,24,Single Turn
755,506,25,29,Double Turn
694,485,29,29,Not Recommended
729,786,16,22,Half Turn
688,530,23,26,Single Turn
600,484,-1,20,Half Turn
610,512,3,26,Single Turn
569,460,16,27,Half Turn
634,775,19,33,Not Recommended
653,586,6,25,Single Turn
412,551,1,22,Double Turn
613,357,22,32,Not Recommended
776,523,24,34,Single Turn
729,585,18,28,Not Recommended
719,328,3,22,Not Recommended
716,387,28,31,Half Turn
658,775,20,28,Half Turn
580,617,2,24,Half Turn
699,226,2,28,Half Turn
702,784,2,35,Not Recommended
701,492,1,28,Not Recommended
708,472,20,26,Half Turn
487,597,0,31,Single Turn
707,521,1,31,Half Turn
765,728,22,23,Single Turn
777,458,2,24,Single Turn
541,434,0,28,Not Recommended
683,338,2,25,Half Turn
584,772,1,23,Single Turn
630,550,0,23,Not Recommended
681,747,2,29,Not Recommended
492,346,18,30,Single Turn
771,448,0,22,Single Turn
686,392,0,26,Half Turn
593,385,14,26,Not Recommended
434,453,28,28,Not Recommended
720,472,0,24,Double Turn
604,695,2,28,Single Turn
587,682,7,21,Not Recommended
789,419,3,26,Double Turn
611,387,13,31,Not Recommended
506,464,14,30,Single Turn
465,536,0,27,Not Recommended
428,57,0,36,Not Recommended
516,577,11,19,Not Recommended
739,521,1,27,Not Recommended
490,691,18,24,Double Turn
761,500,0,26,Not Recommended
514,550,-1,25,Half Turn
692,603,2,30,Not Recommended
336,468,2,30,Single Turn
435,554,18,20,Single Turn
700,409,2,28,Single Turn
560,624,0,22,Single Turn
776,461,1,22,Single Turn
646,441,25,34,Double Turn
731,448,2,26,Double Turn
567,640,3,22,Not Recommended
766,407,27,26,Single Turn
734,499,23,24,Double Turn
316,529,-1,28,Not Recommended
288,552,8,27,Half Turn
426,472,0,29,Not Recommended
548,555,24,25,Not Recommended
323,387,-3,28,Single Turn
474,476,21,26,Single Turn
754,494,25,32,Not Recommended
456,286,3,33,Not Recommended
670,430,2,22,Double Turn
